radio_flux_10.7cm;sesc_sunspot_number;sunspot_area;goes15_xray_bkgd_flux;mwl_alpha;mwl_beta;mwl_gamma;mwl_beta_gamma;mwl_delta;mwl_beta_delta;mwl_beta_gamma_delta;mwl_gamma_delta;c_class_flares;m_class_flares;x_class_flares
102;61;490;B1.2;no;yes;no;no;no;no;no;no;1;0;0
102;63;430;B1.2;no;yes;no;no;no;no;no;no;1;0;0
101;54;320;B1.1;no;yes;no;no;no;no;no;no;0;0;0
99;40;80;B1.2;yes;yes;no;no;no;no;no;no;0;0;0
101;37;170;B1.6;no;yes;no;no;no;no;no;no;1;0;0
108;51;420;B2.1;yes;yes;no;no;no;no;no;no;0;1;0
112;69;440;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
119;93;600;B2.3;yes;yes;no;no;no;no;no;no;1;0;0
126;154;640;B3.0;yes;yes;no;yes;no;no;no;no;3;1;0
132;147;570;B4.7;yes;yes;no;yes;no;yes;no;no;5;0;0
133;152;670;B4.9;yes;yes;no;yes;no;no;no;no;5;2;0
128;171;690;B4.1;yes;yes;no;yes;no;no;no;no;9;1;0
144;173;950;B6.3;yes;yes;no;yes;no;no;no;no;10;1;0
144;193;1270;B5.3;yes;yes;no;yes;no;no;yes;no;8;4;0
154;200;1370;B7.1;yes;yes;no;no;no;no;yes;no;10;1;0
152;175;1460;B5.7;yes;yes;no;yes;no;no;yes;no;7;0;0
155;224;1640;B5.8;yes;yes;no;yes;no;no;yes;no;13;1;0
154;160;1390;B4.3;yes;yes;no;yes;no;no;no;no;2;0;0
149;171;1710;B5.2;yes;yes;no;yes;no;no;no;no;14;0;0
144;175;1750;B3.6;yes;yes;no;yes;no;no;no;no;3;1;0
148;134;1440;B5.4;yes;yes;no;yes;no;no;no;no;2;0;0
142;172;1850;B5.8;yes;yes;no;yes;no;no;no;no;4;0;0
129;144;1400;B5.1;yes;yes;no;yes;no;no;no;no;4;0;0
129;117;1480;B5.4;yes;yes;no;yes;no;no;no;no;7;0;0
110;109;1160;B6.0;yes;no;no;yes;no;no;no;no;9;0;0
101;33;300;B5.3;yes;yes;no;yes;no;no;no;no;3;0;0
97;23;320;B2.7;yes;no;no;no;no;no;no;no;1;0;0
93;22;180;B1.2;yes;yes;no;no;no;no;no;no;0;0;0
92;47;250;A8.2;yes;no;no;no;no;no;no;no;0;0;0
94;66;310;A7.4;yes;yes;no;no;no;no;no;no;0;0;0
96;59;190;A9.7;yes;yes;no;no;no;no;no;no;0;0;0
96;75;210;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
99;97;290;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
103;97;400;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
102;81;290;B1.6;yes;yes;no;no;no;no;no;no;0;0;0
109;79;180;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
115;75;190;B2.0;yes;yes;no;yes;no;no;no;no;0;0;0
124;77;370;B2.4;no;yes;no;no;no;no;no;no;4;0;0
119;79;300;B2.6;no;yes;no;yes;no;no;no;no;1;0;0
118;110;500;B2.7;no;yes;no;yes;no;no;no;no;4;0;0
118;87;330;B2.5;yes;yes;no;no;no;no;no;no;0;0;0
117;84;320;B2.7;yes;yes;no;no;no;no;no;no;0;0;0
121;51;360;B2.5;yes;yes;no;no;no;no;no;no;1;0;0
125;65;400;B3.5;yes;yes;no;no;no;no;no;no;4;2;0
129;116;680;B4.3;yes;yes;no;no;no;no;no;no;3;2;1
130;116;1130;B5.9;yes;yes;no;no;no;no;yes;no;16;0;1
138;98;1150;B3.0;yes;yes;no;no;no;no;yes;no;1;2;1
117;62;940;B3.3;yes;yes;no;no;no;no;yes;no;4;0;0
113;57;670;B4.5;yes;yes;no;no;no;no;yes;no;4;1;0
112;66;720;B6.8;yes;yes;no;no;no;no;yes;no;7;5;0
121;61;570;C1.1;yes;yes;no;no;no;no;yes;no;3;4;0
115;54;580;B3.8;yes;yes;no;no;no;no;no;no;5;0;0
106;74;600;B2.4;no;yes;no;yes;no;no;no;no;1;0;0
114;95;590;B3.6;no;yes;no;yes;no;no;no;no;3;0;0
126;98;760;B5.7;yes;yes;no;yes;no;no;no;no;10;1;0
133;125;1200;B6.2;yes;yes;no;no;no;no;yes;no;10;0;0
153;167;1630;B7.9;yes;yes;no;no;no;no;yes;no;14;1;0
158;176;1770;C1.8;yes;yes;no;yes;no;no;yes;no;13;2;1
177;207;1950;C2.1;yes;yes;no;yes;no;no;yes;no;2;9;1
193;178;2160;C3.3;yes;yes;no;no;no;no;yes;no;2;8;1
164;168;2110;C1.8;yes;yes;no;yes;no;no;yes;no;11;4;0
151;149;1400;C2.1;no;yes;no;no;no;no;yes;no;3;3;0
134;91;460;C1.2;no;yes;no;yes;no;no;yes;no;4;1;0
129;111;480;B5.8;no;yes;no;no;no;no;no;no;7;0;1
123;91;460;B3.6;yes;yes;no;no;no;no;no;no;1;2;0
122;80;520;B2.8;yes;yes;no;yes;no;no;no;no;4;1;0
120;99;610;B3.2;no;yes;no;yes;no;no;no;no;0;0;0
123;108;540;B2.9;no;yes;no;no;no;no;yes;no;0;0;0
117;121;590;B3.0;no;yes;no;yes;no;no;yes;no;3;0;0
115;118;530;B2.6;no;yes;no;yes;no;no;yes;no;4;0;0
110;94;570;B1.7;yes;yes;no;yes;no;no;yes;no;2;0;0
114;104;540;B1.9;no;yes;no;yes;no;no;yes;no;0;0;0
115;131;570;B2.9;yes;yes;no;yes;no;no;no;no;4;0;0
116;115;680;B2.4;yes;yes;no;yes;no;no;no;no;2;0;0
119;122;590;B3.7;yes;yes;no;no;no;no;no;no;3;0;0
124;128;670;B3.8;yes;yes;no;no;no;no;no;no;5;0;0
124;151;1120;B4.1;yes;yes;no;no;no;no;no;no;3;0;0
127;112;1200;B3.7;yes;yes;no;no;no;no;no;no;4;0;0
128;159;1260;B4.5;yes;yes;no;no;no;no;no;no;6;0;0
131;138;1130;B3.8;yes;yes;no;no;no;no;no;yes;4;0;0
135;153;880;B4.5;yes;yes;no;no;no;no;no;yes;3;1;0
132;147;840;B4.4;yes;yes;no;yes;no;no;no;no;5;0;0
140;130;1080;B5.1;yes;yes;no;yes;no;no;no;no;11;0;0
142;88;1180;B4.6;yes;yes;no;yes;no;no;no;no;8;0;0
130;114;1250;B3.7;no;yes;no;no;no;yes;yes;no;5;1;0
133;140;1180;B3.2;yes;yes;no;yes;no;no;yes;no;1;0;0
131;149;1330;B4.6;no;yes;no;yes;no;no;yes;no;7;0;0
126;125;730;B6.7;yes;yes;no;yes;no;no;no;no;7;1;0
123;137;680;B5.9;yes;yes;no;yes;no;no;no;no;8;1;0
122;127;540;B5.6;no;yes;no;yes;no;no;no;no;4;0;0
122;102;430;B5.9;yes;yes;no;yes;no;no;no;no;9;1;0
127;137;630;B3.8;yes;yes;no;no;no;no;no;no;7;0;0
127;159;690;B3.2;no;yes;no;no;no;no;no;no;2;0;0
126;154;900;B2.6;no;yes;no;yes;no;no;no;no;4;0;0
133;164;610;B2.8;yes;yes;no;no;no;no;no;no;4;0;0
139;189;630;B3.9;yes;yes;no;yes;no;no;no;no;10;0;0
140;193;720;B4.2;yes;yes;no;yes;no;no;no;no;8;0;0
146;178;780;B5.4;yes;yes;no;yes;no;no;no;no;13;0;0
157;224;1470;B8.9;yes;yes;no;yes;no;no;no;no;21;0;0
156;219;1420;B6.6;yes;yes;no;yes;no;no;yes;no;16;0;0
153;200;1700;B7.2;yes;yes;no;yes;no;no;no;no;10;0;0
144;164;1420;B5.3;yes;yes;no;yes;no;no;no;no;8;0;0
125;134;1030;B5.1;yes;yes;no;yes;no;no;no;no;4;0;0
112;94;340;B4.0;yes;yes;no;yes;no;no;no;no;1;0;0
103;52;260;B2.8;yes;yes;no;no;no;no;no;no;0;0;0
102;60;230;B1.9;yes;yes;no;no;no;no;no;no;0;0;0
103;56;620;B2.2;yes;yes;no;no;no;no;no;no;2;0;0
100;63;650;B1.6;yes;yes;no;yes;no;no;no;no;3;1;0
99;63;450;B1.6;yes;no;no;yes;no;no;no;no;1;1;0
102;65;430;B1.8;yes;yes;no;yes;no;no;no;no;1;0;0
107;85;490;B2.9;yes;yes;no;no;no;no;no;no;9;0;0
111;95;710;B3.3;yes;yes;no;no;no;no;no;no;5;1;0
120;144;1060;B2.6;yes;yes;no;no;no;no;no;no;6;0;0
123;138;1320;B2.6;yes;yes;no;yes;no;no;no;no;0;0;0
131;136;1270;B3.6;yes;yes;no;yes;no;no;no;no;2;1;0
129;155;1270;B2.7;yes;yes;no;yes;no;no;no;no;1;0;0
137;121;1080;B3.6;yes;yes;no;no;no;no;yes;no;2;0;0
133;111;1150;B3.4;yes;yes;no;no;no;yes;no;no;2;0;0
130;107;1120;B3.3;yes;yes;no;yes;no;no;no;no;0;0;0
131;112;980;B3.2;no;yes;no;yes;no;no;no;no;3;0;0
129;118;760;B3.2;no;yes;no;yes;no;no;no;no;0;0;0
123;114;640;B2.7;no;yes;no;yes;no;no;no;no;4;0;0
131;112;800;B6.0;no;yes;no;yes;no;no;no;no;7;0;0
130;108;660;C1.0;yes;yes;no;no;no;no;yes;no;4;0;0
131;86;540;B6.8;yes;yes;no;no;no;no;yes;no;9;0;0
127;92;470;B4.0;yes;yes;no;no;no;no;yes;no;4;0;0
119;113;540;B3.7;yes;yes;no;no;no;no;yes;no;2;0;0
116;104;390;B3.3;yes;yes;no;yes;no;no;no;no;4;0;0
117;77;370;B3.3;yes;yes;no;yes;no;no;no;no;5;2;0
112;62;230;B2.8;yes;yes;no;yes;no;no;no;no;0;0;0
119;86;280;B3.5;yes;yes;no;no;no;no;no;no;2;0;0
121;126;510;B3.7;yes;yes;no;no;no;no;no;no;1;0;0
120;125;610;B2.3;yes;yes;no;yes;no;no;no;no;0;0;0
116;132;550;B2.4;no;yes;no;no;no;no;no;no;2;0;0
117;146;500;B2.5;yes;yes;no;no;no;no;no;no;1;0;0
121;124;440;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
126;116;410;B3.8;yes;yes;no;no;no;no;no;no;4;0;0
119;146;470;B3.4;yes;yes;no;no;no;no;no;no;3;0;0
116;132;520;B2.8;no;yes;no;no;no;no;no;no;1;0;0
114;120;480;B2.8;yes;yes;no;no;no;no;no;no;2;0;0
110;101;390;B2.4;yes;yes;no;no;no;no;no;no;1;0;0
108;59;220;B2.2;yes;yes;no;no;no;no;no;no;0;0;0
106;90;280;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
111;74;320;B3.0;yes;yes;no;no;no;no;no;no;0;0;0
112;79;260;B3.2;yes;yes;no;no;no;no;no;no;1;0;0
108;57;290;B3.1;yes;yes;no;no;no;no;no;no;1;0;0
105;60;290;B2.1;no;yes;no;no;no;no;no;no;0;0;0
108;54;210;B2.2;yes;yes;no;no;no;no;no;no;1;0;0
99;58;150;B2.3;no;yes;no;no;no;no;no;no;0;0;0
96;43;60;B1.6;yes;yes;no;no;no;no;no;no;0;0;0
99;42;160;B1.7;no;yes;no;no;no;no;no;no;0;0;0
97;55;210;B1.8;no;yes;no;yes;no;no;no;no;2;0;0
94;58;230;B1.5;no;yes;no;no;no;no;no;no;0;0;0
96;57;270;B1.9;no;yes;no;no;no;no;no;no;1;0;0
95;58;210;B1.4;yes;yes;no;no;no;no;yes;no;2;0;0
97;68;200;B3.1;no;yes;no;no;no;no;no;no;6;0;0
99;89;160;B4.0;yes;yes;no;no;no;no;no;no;4;1;0
106;83;350;B3.0;yes;yes;no;no;no;no;no;no;2;0;0
109;92;470;B2.7;yes;yes;no;no;no;no;no;no;2;0;0
111;71;420;B4.1;yes;yes;no;no;no;no;no;no;1;0;0
112;72;590;B5.4;yes;yes;no;no;no;no;no;no;7;0;0
120;64;620;B4.2;yes;yes;no;no;no;no;no;no;4;0;0
123;91;740;B2.6;yes;yes;no;no;no;no;no;no;0;0;0
125;133;860;B3.0;yes;yes;no;yes;no;no;no;no;1;0;0
134;121;750;B3.9;yes;yes;no;yes;no;no;no;no;12;0;0
133;122;780;B2.9;yes;yes;no;yes;no;no;no;no;2;0;0
131;127;730;B3.4;no;yes;no;yes;no;no;no;no;2;0;0
130;137;730;B3.1;yes;yes;no;yes;no;no;no;no;2;0;0
137;139;710;B4.0;yes;yes;no;yes;no;no;no;no;3;0;0
135;108;650;B4.8;yes;yes;no;yes;no;no;no;no;7;0;0
133;116;850;B6.6;yes;yes;no;yes;no;no;no;no;10;0;0
137;126;960;B5.0;no;yes;no;yes;no;no;no;no;4;1;0
125;75;830;B4.4;yes;yes;no;yes;no;no;no;no;4;0;0
120;104;520;B4.0;yes;yes;no;yes;no;no;no;no;6;0;0
119;89;390;B3.5;yes;yes;no;yes;no;no;no;no;6;1;0
110;101;330;B2.2;no;yes;no;yes;no;no;no;no;6;0;0
112;93;380;B1.8;yes;yes;no;yes;no;no;no;no;0;0;0
112;76;370;B2.6;yes;yes;no;yes;no;no;no;no;2;0;0
113;69;410;B2.0;yes;yes;no;yes;no;no;no;no;1;0;0
111;68;280;B1.9;no;yes;no;yes;no;no;no;no;1;0;0
112;79;250;B2.0;yes;yes;no;no;no;no;no;no;0;0;0
106;77;280;B2.1;yes;yes;no;no;no;no;no;no;0;0;0
98;35;130;B1.8;yes;yes;no;no;no;no;no;no;0;0;0
94;25;40;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
92;24;20;B1.0;yes;no;no;no;no;no;no;no;0;0;0
96;29;40;B1.1;yes;yes;no;no;no;no;no;no;0;0;0
95;28;90;B1.5;no;yes;no;no;no;no;no;no;0;0;0
99;66;150;B1.4;no;yes;no;no;no;no;no;no;0;0;0
109;91;370;B2.4;yes;yes;no;no;no;no;no;no;9;0;0
120;89;1110;B5.6;yes;yes;no;no;no;no;no;no;3;2;1
135;113;1500;B6.5;yes;yes;no;no;no;no;yes;no;8;1;0
152;144;1850;C1.4;yes;yes;no;no;no;no;yes;no;5;2;0
154;117;1950;C4.9;yes;yes;no;no;no;no;yes;no;0;7;0
183;122;2930;C3.0;yes;yes;no;no;no;no;yes;no;0;3;2
191;160;3000;C1.6;yes;yes;no;no;no;no;yes;no;7;4;0
222;139;4060;C1.6;yes;yes;no;no;no;no;yes;no;11;3;0
298;191;3770;C2.2;no;yes;no;no;no;no;yes;no;1;2;2
257;238;4270;C3.6;no;yes;no;no;no;no;yes;no;8;5;0
274;230;4520;C3.2;no;yes;no;no;no;no;yes;no;5;0;1
279;330;5160;C3.3;yes;yes;no;no;no;no;yes;no;4;2;1
271;293;5690;C2.8;no;yes;no;yes;no;no;yes;no;6;2;0
249;266;4420;C1.8;yes;yes;no;yes;no;no;yes;no;7;2;0
210;277;4170;C1.8;no;yes;no;no;no;no;yes;no;9;3;0
190;174;4050;C1.9;no;yes;no;no;no;no;yes;no;1;2;1
167;76;2830;C3.2;yes;yes;no;no;no;no;yes;no;3;1;2
168;79;1100;C2.3;no;yes;no;no;no;no;yes;no;3;3;1
114;32;130;C1.2;yes;yes;no;no;no;no;yes;no;2;2;0
98;12;100;B2.5;yes;yes;no;no;no;no;no;no;0;0;0
91;11;120;B1.6;no;yes;no;no;no;no;no;no;0;0;0
93;29;50;B1.0;yes;no;no;no;no;no;no;no;0;0;0
93;47;100;A9.7;no;yes;no;no;no;no;no;no;0;0;0
95;47;210;B1.0;no;yes;no;no;no;no;no;no;2;0;0
96;43;280;B1.8;no;yes;no;no;no;no;no;no;1;1;0
99;39;220;B2.2;no;yes;no;no;no;no;no;no;4;0;0
102;25;450;B3.2;no;yes;no;no;no;no;no;no;2;2;0
99;34;350;B2.2;no;yes;no;no;no;no;no;no;4;0;0
98;52;360;B1.9;no;yes;no;yes;no;no;no;no;3;0;0
104;54;390;B2.9;yes;yes;no;yes;no;no;no;no;6;0;0
121;72;400;B7.2;yes;yes;no;yes;no;no;no;no;6;2;0
144;90;900;C1.1;yes;yes;no;yes;no;no;no;no;4;4;0
155;114;2140;B8.4;no;yes;no;no;no;yes;yes;no;8;1;0
175;118;2010;B7.3;no;yes;no;yes;no;no;yes;no;9;3;0
177;131;1700;B6.1;no;yes;no;yes;no;no;yes;no;5;0;0
176;123;1660;B6.2;yes;yes;no;yes;no;no;yes;no;6;0;0
178;158;1570;B5.9;no;yes;no;yes;no;no;no;no;7;0;0
177;149;1520;B5.5;no;yes;no;yes;no;no;yes;no;6;0;0
171;202;1320;B6.4;yes;yes;no;yes;no;no;yes;no;4;0;0
171;209;1320;B6.0;yes;yes;no;yes;no;no;yes;no;2;0;0
175;154;980;B7.0;yes;yes;no;yes;no;no;yes;no;6;0;0
168;185;1500;B6.4;yes;yes;no;yes;no;no;no;no;3;0;0
166;177;1160;B6.8;yes;yes;no;yes;no;no;no;no;8;0;0
153;178;1070;B5.9;yes;yes;no;yes;no;no;yes;no;4;0;0
143;159;850;B5.8;yes;yes;no;yes;no;no;yes;no;3;0;0
139;119;590;B8.1;yes;yes;no;no;no;no;no;no;6;2;0
124;100;470;B4.1;yes;yes;no;no;no;no;no;no;4;0;0
116;115;580;B3.2;yes;yes;no;no;no;no;no;no;1;0;0
112;88;500;B3.1;yes;yes;no;no;no;no;no;no;4;0;0
109;87;400;B4.7;yes;yes;no;no;no;no;no;no;10;2;0
92;53;310;B2.1;yes;yes;no;no;no;no;no;no;2;0;0
94;49;270;B1.2;yes;yes;no;no;no;no;no;no;0;0;0
92;23;110;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
89;46;310;A8.7;yes;no;no;no;no;no;no;no;0;0;0
86;35;270;A7.7;yes;yes;no;no;no;no;no;no;0;0;0
87;36;220;A7.4;yes;yes;no;no;no;no;no;no;0;0;0
88;40;210;A9.7;yes;yes;no;no;no;no;no;no;0;0;0
92;48;220;B1.3;yes;yes;no;no;no;no;no;no;2;0;0
101;42;150;B2.0;no;yes;no;no;no;no;no;no;0;0;0
106;71;340;B2.4;no;yes;no;no;no;no;no;no;1;0;0
118;92;330;B3.8;yes;yes;no;yes;no;no;no;no;4;0;0
123;114;510;B5.2;yes;yes;no;no;no;no;no;no;16;0;0
123;113;650;B4.6;yes;yes;no;no;no;no;no;no;9;0;0
130;104;630;B4.1;yes;yes;no;no;no;no;no;no;4;0;0
133;105;630;B4.0;yes;yes;no;no;no;no;no;no;5;0;0
138;152;630;B3.8;yes;yes;no;yes;no;no;no;no;9;0;0
142;144;710;B4.6;yes;yes;no;yes;no;no;no;no;6;0;0
139;100;730;B3.8;yes;yes;no;yes;no;no;no;no;4;0;0
139;58;780;B4.5;yes;yes;no;yes;no;no;no;no;6;0;0
137;65;740;B3.5;yes;yes;no;yes;no;no;no;no;4;1;0
127;47;680;B2.8;no;yes;no;yes;no;no;no;no;0;0;0
119;47;560;B2.5;no;yes;no;yes;no;no;no;no;0;0;0
115;56;470;B2.7;no;yes;no;yes;no;no;no;no;0;0;0
108;15;100;B2.8;yes;yes;no;no;no;no;no;no;1;0;0
106;25;130;B3.9;no;yes;no;no;no;no;no;no;4;1;0
116;47;490;B7.5;no;yes;no;no;no;no;no;no;8;0;0
117;51;950;B3.0;yes;yes;no;no;no;no;no;no;4;0;0
116;65;1150;B2.6;no;yes;no;no;no;no;no;no;1;0;0
119;80;920;B3.2;no;yes;no;no;no;no;no;no;5;0;0
123;80;1050;C1.4;no;yes;no;no;no;no;no;no;3;1;0
117;78;1060;B3.9;yes;yes;no;yes;no;no;no;no;4;1;0
119;93;1010;B3.5;yes;yes;no;no;no;no;yes;no;2;2;0
120;118;1010;B2.4;no;yes;no;no;no;no;yes;no;2;1;0
118;88;870;B2.3;no;yes;no;no;no;no;yes;no;4;2;0
119;66;760;B2.6;no;no;no;yes;no;no;yes;no;6;0;0
119;53;690;B3.7;no;no;no;yes;no;no;yes;no;6;0;0
118;77;550;B4.2;no;no;no;yes;no;no;yes;no;4;0;0
118;53;930;B4.3;yes;no;no;yes;no;no;yes;no;4;0;0
121;58;790;B3.5;no;yes;no;yes;no;no;yes;no;1;0;0
119;57;510;B3.4;no;yes;no;no;no;no;yes;no;2;0;0
120;68;580;B2.7;no;yes;no;no;no;no;yes;no;0;0;0
123;56;610;B3.1;no;yes;no;no;no;yes;no;no;6;1;0
120;72;390;B2.7;yes;yes;no;no;no;no;no;no;3;1;0
135;87;490;B3.9;no;yes;no;no;no;no;no;no;9;2;0
129;94;540;B3.9;yes;yes;no;yes;no;no;yes;no;0;1;0
130;104;560;B3.3;no;no;no;yes;no;no;yes;no;2;0;0
122;76;400;B2.5;no;no;no;yes;no;no;no;no;0;0;0
115;62;260;B1.9;no;yes;no;yes;no;no;no;no;0;0;0
108;47;230;B1.8;no;yes;no;no;no;no;no;no;0;0;0
102;48;130;B1.6;yes;yes;no;no;no;no;no;no;1;0;0
98;38;30;B1.5;yes;yes;no;no;no;no;no;no;1;0;0
94;0;0;B1.2;yes;yes;no;no;no;no;no;no;0;0;0
89;0;0;A8.7;no;no;no;no;no;no;no;no;0;0;0
87;25;70;A7.5;no;no;no;no;no;no;no;no;0;0;0
93;42;120;B1.6;yes;yes;no;no;no;no;no;no;4;0;0
94;49;160;B1.0;no;yes;no;no;no;no;no;no;1;0;0
97;57;280;B1.3;yes;yes;no;no;no;no;no;no;2;0;0
102;106;440;B1.6;no;yes;no;no;no;no;no;no;2;0;0
99;103;520;B1.5;yes;yes;no;yes;no;no;no;no;5;0;0
101;85;440;B2.3;yes;yes;no;yes;no;no;no;no;1;0;0
106;109;440;B1.6;no;yes;no;no;no;no;no;no;2;0;0
107;98;380;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
111;92;400;B2.1;yes;yes;no;yes;no;no;no;no;1;0;0
116;74;620;B3.0;yes;yes;no;yes;no;no;no;no;7;1;0
118;81;720;B3.0;no;yes;no;yes;no;no;no;no;9;0;0
117;78;520;B2.0;yes;yes;no;yes;no;no;yes;no;0;0;0
114;91;430;B1.9;yes;yes;no;yes;no;no;no;no;0;0;0
112;65;420;B1.9;yes;yes;no;no;no;no;no;no;0;0;0
108;71;270;B1.7;yes;yes;no;no;no;no;no;no;0;0;0
104;64;210;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
102;75;270;B1.1;yes;yes;no;no;no;no;no;no;0;0;0
99;81;190;A9.0;yes;yes;no;no;no;no;no;no;1;0;0
102;22;80;A9.2;yes;yes;no;no;no;no;no;no;0;0;0
98;23;80;A9.4;yes;no;no;no;no;no;no;no;0;0;0
96;33;100;B1.0;yes;no;no;no;no;no;no;no;0;0;0
95;34;100;A8.3;yes;no;no;no;no;no;no;no;0;0;0
98;52;80;A8.9;yes;yes;no;no;no;no;no;no;0;0;0
104;58;230;B1.6;yes;yes;no;no;no;no;no;no;6;0;0
104;68;360;B1.4;yes;no;no;yes;no;no;no;no;0;0;0
106;85;640;B1.2;yes;yes;no;yes;no;no;no;no;0;0;0
119;107;770;B3.0;yes;yes;no;yes;no;no;no;no;8;0;0
121;105;790;B2.5;yes;yes;no;yes;no;no;no;no;5;1;1
122;90;1110;B2.0;yes;yes;no;no;no;no;yes;no;1;0;0
116;104;1070;B2.0;yes;yes;no;yes;no;no;no;no;3;0;0
110;81;880;B1.6;no;yes;no;yes;no;no;no;no;0;0;0
102;66;330;B1.5;no;yes;no;yes;no;no;no;no;0;0;0
99;50;240;B1.5;no;yes;no;yes;no;no;no;no;2;0;0
90;42;240;B1.3;no;yes;no;no;no;no;no;no;0;0;0
98;53;180;B1.8;yes;no;no;yes;no;no;no;no;2;0;0
107;55;300;B3.2;no;yes;no;no;no;no;yes;no;3;0;0
105;61;620;B3.1;yes;yes;no;no;no;no;yes;no;6;1;0
106;53;680;B2.5;no;yes;no;yes;no;no;no;no;0;0;0
108;55;800;B1.8;no;yes;no;no;no;no;no;no;1;0;0
109;40;650;B1.9;yes;yes;no;yes;no;no;no;no;2;0;0
113;56;770;B2.2;yes;no;no;yes;no;no;no;no;0;0;0
113;67;600;B2.4;no;yes;no;yes;no;no;no;no;1;0;0
108;71;660;B1.9;yes;yes;no;no;no;no;yes;no;2;0;0
104;61;570;B1.4;yes;yes;no;no;no;no;yes;no;1;0;0
103;61;490;B1.3;yes;yes;no;no;no;no;yes;no;0;0;0
101;49;350;B1.3;yes;yes;no;yes;no;no;no;no;0;0;0
110;53;320;B1.7;yes;yes;no;yes;no;no;no;no;0;0;0
110;101;450;B2.9;yes;yes;no;yes;no;no;no;no;4;0;0
115;107;450;B3.9;yes;yes;no;yes;no;no;no;no;8;2;0
112;89;350;B4.2;yes;yes;no;yes;no;no;no;no;11;0;0
114;82;380;B2.7;yes;yes;no;yes;no;no;no;no;2;0;0
111;65;320;B1.6;yes;yes;no;yes;no;no;no;no;4;0;0
116;87;260;B2.0;yes;yes;no;yes;no;no;no;no;2;0;0
118;110;380;B2.1;yes;yes;no;no;no;no;no;no;2;0;0
120;109;450;B2.7;no;yes;no;yes;no;no;no;no;4;1;0
127;128;650;B3.8;yes;yes;no;no;no;no;no;no;5;1;0
124;100;670;B2.2;yes;yes;no;yes;no;no;no;no;0;0;0
128;129;690;B3.4;no;yes;no;yes;no;no;no;no;5;0;0
129;125;800;B3.8;yes;yes;no;no;no;no;no;no;4;0;0
129;169;750;B3.4;yes;yes;no;no;no;no;no;no;8;0;0
127;121;540;B3.1;yes;yes;no;yes;no;no;no;no;12;0;0
121;95;560;B3.2;yes;yes;no;yes;no;no;no;no;6;0;0
113;100;540;B2.1;yes;yes;no;yes;no;no;no;no;1;0;0
108;99;470;B1.7;yes;yes;no;yes;no;no;no;no;0;0;0
107;68;440;B1.5;yes;yes;no;no;no;no;no;no;0;0;0
109;69;490;B1.5;yes;yes;no;no;no;no;no;no;1;0;0
109;85;520;B1.7;yes;yes;no;no;no;no;no;no;0;1;0
101;66;280;B1.4;yes;yes;no;yes;no;no;no;no;1;1;0
98;57;210;B1.1;yes;yes;no;no;no;no;no;no;0;0;0
94;33;160;B1.3;yes;yes;no;yes;no;no;no;no;3;0;0
90;18;120;A6.9;yes;yes;no;no;no;no;no;no;1;0;0
88;20;150;A7.5;no;yes;no;no;no;no;no;no;0;0;0
90;16;90;A6.5;no;yes;no;no;no;no;no;no;3;0;0
91;37;140;A8.9;no;yes;no;no;no;no;no;no;3;0;0
93;41;130;A8.6;no;yes;no;no;no;no;no;no;0;0;0
95;69;230;B1.0;yes;yes;no;no;no;no;no;no;0;0;0
97;60;180;B1.1;yes;no;no;no;no;no;yes;no;0;1;0
97;53;200;B1.0;yes;no;no;no;no;no;yes;no;0;0;0
98;55;130;B1.0;yes;yes;no;no;no;no;no;no;1;0;0
109;92;310;B1.3;yes;yes;no;no;no;no;no;no;0;0;0
113;108;440;B1.7;yes;yes;no;no;no;no;no;no;2;0;0
111;96;560;B1.4;yes;yes;no;no;no;no;no;no;0;0;0
113;98;490;B1.2;yes;yes;no;no;no;no;no;no;2;0;0
117;90;520;B2.0;no;yes;no;yes;no;no;no;no;2;1;0
115;63;450;B4.4;no;yes;no;yes;no;no;no;no;17;2;0
112;64;370;B4.4;no;yes;no;yes;no;no;no;no;11;0;0
107;45;400;B2.0;no;yes;no;no;no;no;no;no;5;1;0
100;47;470;B1.2;no;yes;no;yes;no;no;no;no;1;0;0
95;28;310;A7.8;no;yes;no;yes;no;no;no;no;1;0;0
90;32;290;A6.2;no;yes;no;no;no;no;no;no;0;0;0
89;25;200;A5.6;no;yes;no;no;no;no;no;no;0;0;0
89;46;130;A6.0;yes;yes;no;no;no;no;no;no;1;0;0
94;65;170;A9.1;no;yes;no;no;no;no;no;no;2;0;0
98;41;340;B2.4;no;yes;no;no;no;no;no;no;8;0;0
91;50;270;B1.0;no;yes;no;no;no;no;no;no;1;0;0
87;63;280;A6.0;yes;yes;no;no;no;no;no;no;0;0;0
89;47;290;A7.5;no;yes;no;no;no;no;no;no;0;0;0
86;30;100;A8.5;no;yes;no;no;no;no;no;no;0;0;0
